1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
28C12F,STROKE|BLS,BLSU9,1A,"STROKE (CVA)/TRANSIENT ISCHEMIC ATTACK (TIA), UNKN STATUS/OTHER CODES NOT APPLICABLE, STRONG EVIDENCE (<4.5HRS)","STROKE, BLS",,6,,,,,1,,,,,,,,,,,,,,,,
28C12G,STROKE|BLS,BLSU9,1A,"STROKE (CVA)/TRANSIENT ISCHEMIC ATTACK (TIA), UNKN STATUS/OTHER CODES NOT APPLICABLE, >4.5HRS SINCE SYMPTOMS STARTED","STROKE, BLS",,6,,,,,1,,,,,,,,,,,,,,,,
28C12H,STROKE|BLS,BLSU9,1A,"STROKE (CVA)/TRANSIENT ISCHEMIC ATTACK (TIA), UNKN STATUS/OTHER CODES NOT APPLICABLE, PARTIAL EVIDENCE (>4.5HRS)","STROKE, BLS",,6,,,,,1,,,,,,,,,,,,,,,,
28C12I,STROKE|BLS,BLSU9,1A,"STROKE (CVA)/TRANSIENT ISCHEMIC ATTACK (TIA), UNKN STATUS/OTHER CODES NOT APPLICABLE, STRONG EVIDENCE (UNKN TIME FRAME)","STROKE, BLS",,6,,,,,1,,,,,,,,,,,,,,,,
28C12J,STROKE|BLS,BLSU9,1A,"STROKE (CVA)/TRANSIENT ISCHEMIC ATTACK (TIA), UNKN STATUS/OTHER CODES NOT APPLICABLE, CLEAR EVIDENCE (<4.5HRS)","STROKE, BLS",,6,,,,,1,,,,,,,,,,,,,,,,
28C12K,STROKE|BLS,BLSU9,1A,"STROKE (CVA)/TRANSIENT ISCHEMIC ATTACK (TIA), UNKN STATUS/OTHER CODES NOT APPLICABLE, CLEAR EVIDENCE (>4.5HRS)","STROKE, BLS",,6,,,,,1,,,,,,,,,,,,,,,,
28C12L,STROKE|BLS,BLSU9,1A,"STROKE (CVA)/TRANSIENT ISCHEMIC ATTACK (TIA), UNKN STATUS/OTHER CODES NOT APPLICABLE, <4.5HRS SINCE SYMPTOMS STARTED","STROKE, BLS",,6,,,,,1,,,,,,,,,,,,,,,,
28C12M,STROKE|BLS,BLSU9,1A,"STROKE (CVA)/TRANSIENT ISCHEMIC ATTACK (TIA), UNKN STATUS/OTHER CODES NOT APPLICABLE, CLEAR EVIDENCE (UNKN TIME FRAME)","STROKE, BLS",,6,,,,,1,,,,,,,,,,,,,,,,
28C12U,STROKE|BLS,BLSU9,1A,"STROKE (CVA)/TRANSIENT ISCHEMIC ATTACK (TIA), UNKN STATUS/OTHER CODES NOT APPLICABLE, UNKN WHEN SYMPTOMS STARTED","STROKE, BLS",,6,,,,,1,,,,,,,,,,,,,,,,
28C12X,STROKE|BLS,BLSU9,1A,"STROKE (CVA)/TRANSIENT ISCHEMIC ATTACK (TIA), UNKN STATUS/OTHER CODES NOT APPLICABLE, NO TEST EVIDENCE (<4.5HRS)","STROKE, BLS",,6,,,,,1,,,,,,,,,,,,,,,,
28C12Y,STROKE|BLS,BLSU9,1A,"STROKE (CVA)/TRANSIENT ISCHEMIC ATTACK (TIA), UNKN STATUS/OTHER CODES NOT APPLICABLE, NO TEST EVIDENCE (>4.5HRS)","STROKE, BLS",,6,,,,,1,,,,,,,,,,,,,,,,
28C12Z,STROKE|BLS,BLSU9,1A,"STROKE (CVA)/TRANSIENT ISCHEMIC ATTACK (TIA), UNKN STATUS/OTHER CODES NOT APPLICABLE, NO TEST EVIDENCE (UNKN TIME FRAME)","STROKE, BLS",,6,,,,,1,,,,,,,,,,,,,,,,
29A00,MVC|BLS,MVCB,1E+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, BLS OVERRIDE (ALPHA)","MVC, BLS",,8,1,,,,1,,,,,,,,,,,,,,,,
29A00U,MVC|BLS,MVCB,1E+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, BLS OVERRIDE (ALPHA), UNKN NUMBER OF PATIENTS","MVC, BLS",,8,1,,,,1,,,,,,,,,,,,,,,,
29A00V,MVC|MULT|BLS,MVCMCIB,1E+1R+2A,"TRAFFIC/TRANSPORTATION INCIDENTS, BLS OVERRIDE (ALPHA), MULT PATIENTS","MVC W/ MULT PTS, BLS",,8,1,,1,,2,,,,,,,,,,,,,,,,
29A00X,MVC|BLS,MVCB,1E+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, BLS OVERRIDE (ALPHA), UNKN NUMBER OF PATIENTS & ADDITIONAL RESPONSE REQUIRED","MVC, BLS",,8,1,,,,1,,,,,,,,,,,,,,,,
29A00Y,MVC|MULT|BLS,MVCMCIB,1E+1R+2A,"TRAFFIC/TRANSPORTATION INCIDENTS, BLS OVERRIDE (ALPHA), MULT PATIENTS & ADDITIONAL RESPONSE REQUIRED","MVC W/ MULT PTS, BLS",,8,1,,1,,2,,,,,,,,,,,,,,,,
29A01,MVC|BLS,MVCB,1E+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, 1ST PARTY CALLER W/ INJ TO NOT DANGEROUS BODY AREA","MVC, BLS",,8,1,,,,1,,,,,,,,,,,,,,,,
29A01U,MVC|BLS,MVCB,1E+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, 1ST PARTY CALLER W/ INJ TO NOT DANGEROUS BODY AREA, UNKN NUMBER OF PATIENTS","MVC, BLS",,8,1,,,,1,,,,,,,,,,,,,,,,
29A01V,MVC|MULT|BLS,MVCMCIB,1E+1R+2A,"TRAFFIC/TRANSPORTATION INCIDENTS, 1ST PARTY CALLER W/ INJ TO NOT DANGEROUS BODY AREA, MULT PATIENTS","MVC W/ MULT PTS, BLS",,8,1,,1,,2,,,,,,,,,,,,,,,,
29A01X,MVC|BLS,MVCB,1E+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, 1ST PARTY CALLER W/ INJ TO NOT DANGEROUS BODY AREA, UNKN NUMBER OF PATIENTS & ADDITIONAL RESPONSE REQUIRED","MVC, BLS",,8,1,,,,1,,,,,,,,,,,,,,,,
29A01Y,MVC|MULT|BLS,MVCMCIB,1E+1R+2A,"TRAFFIC/TRANSPORTATION INCIDENTS, 1ST PARTY CALLER W/ INJ TO NOT DANGEROUS BODY AREA, MULT PATIENTS & ADDITIONAL RESPONSE REQUIRED","MVC W/ MULT PTS, BLS",,8,1,,1,,2,,,,,,,,,,,,,,,,
29A02,MVC|BLS,MVCB,1E+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, NO INJS RPTD (UNCONFIRMED OR >=5 PERSONS INVOLVED)","MVC, BLS",,8,1,,,,1,,,,,,,,,,,,,,,,
29A02U,MVC|BLS,MVCB,1E+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, NO INJS RPTD (UNCONFIRMED OR >=5 PERSONS INVOLVED), UNKN NUMBER OF PATIENTS","MVC, BLS",,8,1,,,,1,,,,,,,,,,,,,,,,
29A02V,MVC|MULT|BLS,MVCMCIB,1E+1R+2A,"TRAFFIC/TRANSPORTATION INCIDENTS, NO INJS RPTD (UNCONFIRMED OR >=5 PERSONS INVOLVED), MULT PATIENTS","MVC W/ MULT PTS, BLS",,8,1,,1,,2,,,,,,,,,,,,,,,,
29A02X,MVC|MULT|BLS,MVCMCIB,1E+1R+2A,"TRAFFIC/TRANSPORTATION INCIDENTS, NO INJS RPTD (UNCONFIRMED OR >=5 PERSONS INVOLVED), UNKN NUMBER OF PATIENTS & ADDITIONAL RESPONSE REQUIRED","MVC W/ MULT PTS, BLS",,8,1,,1,,2,,,,,,,,,,,,,,,,
29A02Y,MVC|MULT|BLS,MVCMCIB,1E+1R+2A,"TRAFFIC/TRANSPORTATION INCIDENTS, NO INJS RPTD (UNCONFIRMED OR >=5 PERSONS INVOLVED), MULT PATIENTS & ADDITIONAL RESPONSE REQUIRED","MVC W/ MULT PTS, BLS",,8,1,,1,,2,,,,,,,,,,,,,,,,
29B00,MVC|ALS1,MVC1,1E+1M,"TRAFFIC/TRANSPORTATION INCIDENTS, BLS OVERRIDE (BRAVO)","MVC, ALS1",,7,1,,,1,,,,,,,,,,,,,,,,,
29B00U,MVC|ALS1,MVC1,1E+1M,"TRAFFIC/TRANSPORTATION INCIDENTS, BLS OVERRIDE (BRAVO), UNKN NUMBER OF PATIENTS","MVC, ALS1",,7,1,,,1,,,,,,,,,,,,,,,,,
29B00V,MVC|MULT|ALS1,MVCMCI1,1E+1R+1M+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, BLS OVERRIDE (BRAVO), MULT PATIENTS","MVC W/ MULT PTS, ALS1",,7,1,,1,1,1,,,,,,,,,,,,,,,,
29B00X,MVC|ALS1,MVC1,1E+1M,"TRAFFIC/TRANSPORTATION INCIDENTS, BLS OVERRIDE (BRAVO), UNKN NUMBER OF PATIENTS & ADDITIONAL RESPONSE REQUIRED","MVC, ALS1",,7,1,,,1,,,,,,,,,,,,,,,,,
29B00Y,MVC|MULT|ALS1,MVCMCI1,1E+1R+1M+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, BLS OVERRIDE (BRAVO), MULT PATIENTS & ADDITIONAL RESPONSE REQUIRED","MVC W/ MULT PTS, ALS1",,7,1,,1,1,1,,,,,,,,,,,,,,,,
29B01,MVC|BLS,MVCB,1E+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, INJS","MVC, BLS",,7,1,,,,1,,,,,,,,,,,,,,,,
29B01U,MVC|BLS,MVCB,1E+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, INJS, UNKN NUMBER OF PATIENTS","MVC, BLS",,7,1,,,,1,,,,,,,,,,,,,,,,
29B01V,MVC|BLS,MVCB,1E+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, INJS, MULT PATIENTS","MVC, BLS",,7,1,,,,1,,,,,,,,,,,,,,,,
29B01X,MVC|BLS,MVCB,1E+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, INJS, UNKN NUMBER OF PATIENTS & ADDITIONAL RESPONSE REQUIRED","MVC, BLS",,7,1,,,,1,,,,,,,,,,,,,,,,
29B01Y,MVC|BLS,MVCB,1E+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, INJS, MULT PATIENTS & ADDITIONAL RESPONSE REQUIRED","MVC, BLS",,7,1,,,,1,,,,,,,,,,,,,,,,
29B02,MVC|BLS,MVCB,1E+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, SERIOUS HEMORRHAGE","MVC, BLS",,7,1,,,,1,,,,,,,,,,,,,,,,
29B02U,MVC|BLS,MVCB,1E+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, SERIOUS HEMORRHAGE, UNKN NUMBER OF PATIENTS","MVC, BLS",,7,1,,,,1,,,,,,,,,,,,,,,,
29B02V,MVC|BLS,MVCB,1E+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, SERIOUS HEMORRHAGE, MULT PATIENTS","MVC, BLS",,7,1,,,,1,,,,,,,,,,,,,,,,
29B02X,MVC|BLS,MVCB,1E+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, SERIOUS HEMORRHAGE, UNKN NUMBER OF PATIENTS & ADDITIONAL RESPONSE REQUIRED","MVC, BLS",,7,1,,,,1,,,,,,,,,,,,,,,,
29B02Y,MVC|BLS,MVCB,1E+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, SERIOUS HEMORRHAGE, MULT PATIENTS & ADDITIONAL RESPONSE REQUIRED","MVC, BLS",,7,1,,,,1,,,,,,,,,,,,,,,,
29B03,MVC|BLS,MVCB,1E+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, OTHER HAZARDS","MVC, BLS",,7,1,,,,1,,,,,,,,,,,,,,,,
29B03U,MVC|BLS,MVCB,1E+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, OTHER HAZARDS, UNKN NUMBER OF PATIENTS","MVC, BLS",,7,1,,,,1,,,,,,,,,,,,,,,,
29B03V,MVC|BLS,MVCB,1E+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, OTHER HAZARDS, MULT PATIENTS","MVC, BLS",,7,1,,,,1,,,,,,,,,,,,,,,,
29B03X,MVC|BLS,MVCB,1E+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, OTHER HAZARDS, UNKN NUMBER OF PATIENTS & ADDITIONAL RESPONSE REQUIRED","MVC, BLS",,7,1,,,,1,,,,,,,,,,,,,,,,
29B03Y,MVC|BLS,MVCB,1E+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, OTHER HAZARDS, MULT PATIENTS & ADDITIONAL RESPONSE REQUIRED","MVC, BLS",,7,1,,,,1,,,,,,,,,,,,,,,,
29B04,MVC|BLS,MVCB,1E+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, LOW MECHANISM (1ST OR 2ND PARTY CALLER)","MVC, BLS",,7,1,,,,1,,,,,,,,,,,,,,,,
29B04U,MVC|BLS,MVCB,1E+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, LOW MECHANISM (1ST OR 2ND PARTY CALLER), UNKN NUMBER OF PATIENTS","MVC, BLS",,7,1,,,,1,,,,,,,,,,,,,,,,
29B04V,MVC|BLS,MVCB,1E+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, LOW MECHANISM (1ST OR 2ND PARTY CALLER), MULT PATIENTS","MVC, BLS",,7,1,,,,1,,,,,,,,,,,,,,,,
29B04X,MVC|BLS,MVCB,1E+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, LOW MECHANISM (1ST OR 2ND PARTY CALLER), UNKN NUMBER OF PATIENTS & ADDITIONAL RESPONSE REQUIRED","MVC, BLS",,7,1,,,,1,,,,,,,,,,,,,,,,
29B04Y,MVC|BLS,MVCB,1E+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, LOW MECHANISM (1ST OR 2ND PARTY CALLER), MULT PATIENTS & ADDITIONAL RESPONSE REQUIRED","MVC, BLS",,7,1,,,,1,,,,,,,,,,,,,,,,
29B05,MVC|BLS,MVCB,1E+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, UNKN STATUS/OTHER CODES NOT APPLICABLE","MVC, BLS",,7,1,,,,1,,,,,,,,,,,,,,,,
29B05U,MVC|BLS,MVCB,1E+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, UNKN STATUS/OTHER CODES NOT APPLICABLE, UNKN NUMBER OF PATIENTS","MVC, BLS",,7,1,,,,1,,,,,,,,,,,,,,,,
29B05V,MVC|BLS,MVCB,1E+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, UNKN STATUS/OTHER CODES NOT APPLICABLE, MULT PATIENTS","MVC, BLS",,7,1,,,,1,,,,,,,,,,,,,,,,
29B05X,MVC|BLS,MVCB,1E+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, UNKN STATUS/OTHER CODES NOT APPLICABLE, UNKN NUMBER OF PATIENTS & ADDITIONAL RESPONSE REQUIRED","MVC, BLS",,7,1,,,,1,,,,,,,,,,,,,,,,
29B05Y,MVC|BLS,MVCB,1E+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, UNKN STATUS/OTHER CODES NOT APPLICABLE, MULT PATIENTS & ADDITIONAL RESPONSE REQUIRED","MVC, BLS",,7,1,,,,1,,,,,,,,,,,,,,,,
29D00,MVC|ALS2,MVC2,1E+1M+1EMSO,"TRAFFIC/TRANSPORTATION INCIDENTS, ALS OVERRIDE (DELTA)","MVC, ALS2",,2,1,,,1,,1,,,,,,,,,,,,,,,
29D00U,MVC|MULT|ALS2,MVCMCI2,1E+1R+2M+1EMSO,"TRAFFIC/TRANSPORTATION INCIDENTS, ALS OVERRIDE (DELTA), UNKN NUMBER OF PATIENTS","MVC W/ MULT PTS, ALS2",,2,1,,1,2,,1,,,,,,,,,,,,,,,
29D00V,MVC|ALS2,MVC2,1E+1M+1EMSO,"TRAFFIC/TRANSPORTATION INCIDENTS, ALS OVERRIDE (DELTA), MULT PATIENTS","MVC, ALS2",,2,1,,,1,,1,,,,,,,,,,,,,,,
29D00X,MVC|MULT|ALS2,MVCMCI2,1E+1R+2M+1EMSO,"TRAFFIC/TRANSPORTATION INCIDENTS, ALS OVERRIDE (DELTA), UNKN NUMBER OF PATIENTS & ADDITIONAL RESPONSE REQUIRED","MVC W/ MULT PTS, ALS2",,2,1,,1,2,,1,,,,,,,,,,,,,,,
29D00Y,MVC|ALS2,MVC2,1E+1M+1EMSO,"TRAFFIC/TRANSPORTATION INCIDENTS, ALS OVERRIDE (DELTA), MULT PATIENTS & ADDITIONAL RESPONSE REQUIRED","MVC, ALS2",,2,1,,,1,,1,,,,,,,,,,,,,,,
29D01a,AIR|CRASH|LARGE,HMFULL,3E+1T+1R+2M+2CR+2HM+1CH,"TRAFFIC/TRANSPORTATION INCIDENTS, MAJOR INCIDENT, AIRCRAFT",LARGE ACFT CRASH,,0,3,1,1,2,,,,,,,,,2,2,,,,,,1,
29D01b,MVC|MULT|ALS1,MVCMCI1,1E+1R+1M+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, MAJOR INCIDENT, BUS","MVC W/ MULT PTS, ALS1",,5,1,,1,1,1,,,,,,,,,,,,,,,,
29D01c,TRAIN|CRASH,TRC,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAFFIC/TRANSPORTATION INCIDENTS, MAJOR INCIDENT, SUBWAY/METRO",TRAIN CRASH,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
29D01d,TRAIN|CRASH,TRC,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAFFIC/TRANSPORTATION INCIDENTS, MAJOR INCIDENT, TRAIN",TRAIN CRASH,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
29D01e,BOATCRASH,WTRALS2,1E+1M+4SW+1CH,"TRAFFIC/TRANSPORTATION INCIDENTS, MAJOR INCIDENT, WATERCRAFT",BOAT CRASH,[PA],1,1,,,1,,,,,,,,,,,,4,,,,1,
29D01f,MVC|MULT|ALS1,MVCMCI1,1E+1R+1M+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, MAJOR INCIDENT, MULTI-VEHICLE (>=10) PILE-UP","MVC W/ MULT PTS, ALS1",,5,1,,1,1,1,,,,,,,,,,,,,,,,
29D01g,TRAIN|CRASH,TRC,3E+1T+1R+4M+1EMSO+1HM+1USAR+1CH,"TRAFFIC/TRANSPORTATION INCIDENTS, MAJOR INCIDENT, STREET CAR/TRAM/LIGHT RAIL",TRAIN CRASH,[PA],0,3,1,1,4,,1,,,,,,,,1,1,,,,,1,
29D01h,MVC|STRUC|ALS1,MVCBLDG1,2E+1T+1R+1M+1A+1USAR,"TRAFFIC/TRANSPORTATION INCIDENTS, MAJOR INCIDENT, VEHICLE VS. BUILDING","MVC INTO A BLDG, ALS1",,5,2,1,1,1,1,,,,,,,,,,1,,,,,,
29D02i,MVC|CYCLE|ALS1,MVCPC1,1E+1M,"TRAFFIC/TRANSPORTATION INCIDENTS, HIGH MECHANISM, AUTO VS. BICYCLE","MVC INV CYCLIST, ALS1",,5,1,,,1,,,,,,,,,,,,,,,,,
29D02k,MVC|MECH|ALS1,MVCMECH1,1E+1R+1M+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, HIGH MECHANISM, ALL-TERRAIN/SNOWMOBILE","MVC W/ HIGH MECHANISM, ALS1",,5,1,,1,1,1,,,,,,,,,,,,,,,,
29D02l,MVC|CYCLE|ALS1,MVCPC1,1E+1M,"TRAFFIC/TRANSPORTATION INCIDENTS, HIGH MECHANISM, AUTO VS. MOTORCYCLE","MVC INV CYCLIST, ALS1",,5,1,,,1,,,,,,,,,,,,,,,,,
29D02m,MVC|PED|ALS1,MVCPC1,1E+1M,"TRAFFIC/TRANSPORTATION INCIDENTS, HIGH MECHANISM, AUTO VS. PEDESTRIAN","MVC INV PED, ALS1",,5,1,,,1,,,,,,,,,,,,,,,,,
29D02n,MVC|EJEC|ALS2,MVCEJEC2,1E+1R+2M+1EMSO,"TRAFFIC/TRANSPORTATION INCIDENTS, HIGH MECHANISM, EJECTION","MVC W/ EJECTION, ALS2",,2,1,,1,2,,1,,,,,,,,,,,,,,,
29D02o,BOATCRASH,WTRALS2,1E+1M+4SW+1CH,"TRAFFIC/TRANSPORTATION INCIDENTS, HIGH MECHANISM, PERSONAL WATERCRAFT",BOAT CRASH,[PA],1,1,,,1,,,,,,,,,,,,4,,,,1,
29D02p,MVC|ROLL|ALS1,MVCROLL1,1E+1R+1M+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, HIGH MECHANISM, ROLLOVERS","MVC W/ ROLLOVER, ALS1",,5,1,,1,1,1,,,,,,,,,,,,,,,,
29D02q,MVC|MECH|ALS2,MVCMECH2,1E+1R+2M+1EMSO,"TRAFFIC/TRANSPORTATION INCIDENTS, HIGH MECHANISM, VEHICLE OFF BRIDGE/HEIGHT","MVC W/ HIGH MECHANISM, ALS2",,2,1,,1,2,,1,,,,,,,,,,,,,,,
29D02r,MVC|ALS2,MVC2,1E+1M+1EMSO,"TRAFFIC/TRANSPORTATION INCIDENTS, HIGH MECHANISM, POSSIBLE DEATH AT SCENE","MVC, ALS2",,2,1,,,1,,1,,,,,,,,,,,,,,,
29D02s,VEH|SINKING|TRAP,WTR2RS,2E+1T+1R+1M+1A+4SW+1CH,"TRAFFIC/TRANSPORTATION INCIDENTS, HIGH MECHANISM, SINKING VEHICLE/VEHICLE IN FLOODWATER",SINKING VEH W/ ENTRAPMENT,,0,2,1,1,1,1,,,,,,,,,,,4,,,,1,
29D02t,TRAIN|PED,TRAT,1E+1T+1R+1M+1CH,"TRAFFIC/TRANSPORTATION INCIDENTS, HIGH MECHANISM, TRAIN/LIGHT RAIL VS. PEDESTRIAN",TRAIN CRASH INV PED,[PA],0,1,1,1,1,,,,,,,,,,,,,,,,1,
29D03,MVC|MECH|ALS1,MVCMECH1,1E+1R+1M+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, HIGH VELOCITY IMPACT","MVC W/ HIGH MECHANISM, ALS1",,5,1,,1,1,1,,,,,,,,,,,,,,,,
29D03U,MVC|MECH|ALS1,MVCMECH1,1E+1R+1M+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, HIGH VELOCITY IMPACT, UNKN NUMBER OF PATIENTS","MVC W/ HIGH MECHANISM, ALS1",,5,1,,1,1,1,,,,,,,,,,,,,,,,
29D03V,MVC|MECH|ALS1,MVCMECH1,1E+1R+1M+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, HIGH VELOCITY IMPACT, MULT PATIENTS","MVC W/ HIGH MECHANISM, ALS1",,5,1,,1,1,1,,,,,,,,,,,,,,,,
29D03X,MVC|MECH|ALS1,MVCMECH1,1E+1R+1M+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, HIGH VELOCITY IMPACT, UNKN NUMBER OF PATIENTS & ADDITIONAL RESPONSE REQUIRED","MVC W/ HIGH MECHANISM, ALS1",,5,1,,1,1,1,,,,,,,,,,,,,,,,
29D03Y,MVC|MECH|ALS1,MVCMECH1,1E+1R+1M+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, HIGH VELOCITY IMPACT, MULT PATIENTS & ADDITIONAL RESPONSE REQUIRED","MVC W/ HIGH MECHANISM, ALS1",,5,1,,1,1,1,,,,,,,,,,,,,,,,
29D04,MVC|HM|ALS1,MVCHM1,1E+1R+1M+1HM,"TRAFFIC/TRANSPORTATION INCIDENTS, HAZMAT","MVC W/ HAZMAT, ALS1",[DSO],5,1,,1,1,,,,,,,,,,1,,,,,,,
29D04U,MVC|HM|ALS1,MVCHM1,1E+1R+1M+1HM,"TRAFFIC/TRANSPORTATION INCIDENTS, HAZMAT, UNKN NUMBER OF PATIENTS","MVC W/ HAZMAT, ALS1",[DSO],5,1,,1,1,,,,,,,,,,1,,,,,,,
29D04V,MVC|HM|ALS1,MVCHM1,1E+1R+1M+1HM,"TRAFFIC/TRANSPORTATION INCIDENTS, HAZMAT, MULT PATIENTS","MVC W/ HAZMAT, ALS1",[DSO],5,1,,1,1,,,,,,,,,,1,,,,,,,
29D04X,MVC|HM|ALS1,MVCHM1,1E+1R+1M+1HM,"TRAFFIC/TRANSPORTATION INCIDENTS, HAZMAT, UNKN NUMBER OF PATIENTS & ADDITIONAL RESPONSE REQUIRED","MVC W/ HAZMAT, ALS1",[DSO],5,1,,1,1,,,,,,,,,,1,,,,,,,
29D04Y,MVC|HM|ALS1,MVCHM1,1E+1R+1M+1HM,"TRAFFIC/TRANSPORTATION INCIDENTS, HAZMAT, MULT PATIENTS & ADDITIONAL RESPONSE REQUIRED","MVC W/ HAZMAT, ALS1",[DSO],5,1,,1,1,,,,,,,,,,1,,,,,,,
29D05,MVC|TRAP|ALS1,MVCTRAP1,1E+1T+1R+1M,"TRAFFIC/TRANSPORTATION INCIDENTS, TRAPPED OR PINNED VICTIM","MVC W/ ENTRAPMENT, ALS1",,5,1,1,1,1,,,,,,,,,,,,,,,,,
29D05U,MVC|TRAP|ALS1,MVCTRAP1,1E+1T+1R+1M,"TRAFFIC/TRANSPORTATION INCIDENTS, TRAPPED OR PINNED VICTIM, UNKN NUMBER OF PATIENTS","MVC W/ ENTRAPMENT, ALS1",,5,1,1,1,1,,,,,,,,,,,,,,,,,
29D05V,MVC|TRAP|MULT|ALS1,MVCMCI1,1E+1T+1R+1M+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, TRAPPED OR PINNED VICTIM, MULT PATIENTS","MVC W/ ENTRAPMENT & MULT PTS, ALS1",,5,1,1,1,1,1,,,,,,,,,,,,,,,,
29D05X,MVC|TRAP|ALS1,MVCTRAP1,1E+1T+1R+1M,"TRAFFIC/TRANSPORTATION INCIDENTS, TRAPPED OR PINNED VICTIM, UNKN NUMBER OF PATIENTS & ADDITIONAL RESPONSE REQUIRED","MVC W/ ENTRAPMENT, ALS1",,5,1,1,1,1,,,,,,,,,,,,,,,,,
29D05Y,MVC|TRAP|MULT|ALS1,MVCMCI1,1E+1T+1R+1M+1A,"TRAFFIC/TRANSPORTATION INCIDENTS, TRAPPED OR PINNED VICTIM, MULT PATIENTS & ADDITIONAL RESPONSE REQUIRED","MVC W/ ENTRAPMENT & MULT PTS, ALS1",,5,1,1,1,1,1,,,,,,,,,,,,,,,,
29D06,MVC|ALS2,MVC2,1E+1M+1EMSO,"TRAFFIC/TRANSPORTATION INCIDENTS, ARREST","MVC, ALS2",,2,1,,,1,,1,,,,,,,,,,,,,,,
29D06U,MVC|ALS2,MVC2,1E+1M+1EMSO,"TRAFFIC/TRANSPORTATION INCIDENTS, ARREST","MVC, ALS2",,2,1,,,1,,1,,,,,,,,,,,,,,,
29D06V,MVC|MULT|ALS2,MVCMCI2,1E+1R+2M+1EMSO,"TRAFFIC/TRANSPORTATION INCIDENTS, ARREST","MVC W/ MULT PTS, ALS2",,2,1,,1,2,,1,,,,,,,,,,,,,,,
29D06X,MVC|ALS2,MVC2,1E+1M+1EMSO,"TRAFFIC/TRANSPORTATION INCIDENTS, ARREST","MVC, ALS2",,2,1,,,1,,1,,,,,,,,,,,,,,,
29D06Y,MVC|MULT|ALS2,MVCMCI2,1E+1R+2M+1EMSO,"TRAFFIC/TRANSPORTATION INCIDENTS, ARREST","MVC W/ MULT PTS, ALS2",,2,1,,1,2,,1,,,,,,,,,,,,,,,
29D07,MVC|ALS1,MVC1,1E+1M,"TRAFFIC/TRANSPORTATION INCIDENTS, UNCONSCIOUS","MVC, ALS1",,5,1,,,1,,,,,,,,,,,,,,,,,
29D07U,MVC|ALS1,MVC1,1E+1M,"TRAFFIC/TRANSPORTATION INCIDENTS, UNCONSCIOUS, UNKN NUMBER OF PATIENTS","MVC, ALS1",,5,1,,,1,,,,,,,,,,,,,,,,,
