,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
AL1D,FIRE|TRANSFORMER|ALS1,AL1D,"TRANSFORMER FIRE, A-L-S ONE",1,,,1,,1,,,,,,,,,,,,,,,,
FTRA1,FIRE|TRANSFORMER|ALS1,FTRA1,"TRANSFORMER FIRE, A-L-S ONE",1,1,,1,,,,,,,,,,,,,,,,,,
FTRA2,FIRE|TRANSFORMER|ALS2,FTRA2,"TRANSFORMER FIRE, A-L-S TWO",2,1,,1,,1,,,,,,,,,,,,,,,,
FC,FIRE|TRANSFORMER|BLS,FC,"TRANSFORMER FIRE, B-L-S",1,,,1,,,,,,,,,,,,,,,,,,
FTRAB,FIRE|TRANSFORMER|BLS,FTRAB,"TRANSFORMER FIRE, B-L-S",1,,,,1,,,,,,,,,,,,,,,,,
FDMULTP,FIRE|TRANSFORMER|MULT,FDMULTP,TRANSFORMER FIRE WITH MULTIPLE PATIENTS,2,1,,1,1,,,,,,,,,,,,,,,,,
FTRAM,FIRE|TRANSFORMER|MULT,FTRAM,TRANSFORMER FIRE WITH MULTIPLE PATIENTS,2,1,,1,1,,,,,,,,,,,,,,,,,
FTRAR,FIRE|TRANSFORMER|ROUTINE,FTRAR,"TRANSFORMER FIRE, ROUTINE",1,,,,,,,,,,,,,,,,,,,,,
SE,FIRE|TRANSFORMER|ROUTINE,SE,"TRANSFORMER FIRE, ROUTINE",1,,,,,,,,,,,,,,,,,,,,,
FTRAR1,FIRE|TRANSFORMER|ROUTINE|ALS1,FTRAR1,"TRANSFORMER FIRE, ROUTINE, A-L-S ONE",1,1,,1,,,,,,,,,,,,,,,,,,
FTRAR2,FIRE|TRANSFORMER|ROUTINE|ALS2,FTRAR2,"TRANSFORMER FIRE, ROUTINE, A-L-S TWO",2,1,,1,,1,,,,,,,,,,,,,,,,
FTRARB,FIRE|TRANSFORMER|ROUTINE|BLS,FTRARB,"TRANSFORMER FIRE, ROUTINE, B-L-S",1,,,,1,,,,,,,,,,,,,,,,,
FTRARM,FIRE|TRANSFORMER|ROUTINE|MULT,FTRARM,"TRANSFORMER FIRE, ROUTINE WITH MULTIPLE PATIENTS",2,1,,1,1,,,,,,,,,,,,,,,,,
SE,FIRE|TRANSFORMER|w/PD,SE,TRANSFORMER FIRE WITH POLICE,1,,,,,,,,,,,,,,,,,,,,,
FVX,FIRE|VEH|TRAP,FVX,VEHICLE FIRE WITH ENTRAPMENT,2,1,1,1,,1,,,,,,,,,,,,,,1,,
FVXB,FIRE|VEH|TRAP|BLS,FVXB,"VEHICLE FIRE WITH ENTRAPMENT, B-L-S",2,1,1,,1,,,,,,,,,,,,,,,1,,
FVX1,FIRE|VEH|TRAP|ALS1,FVX1,"VEHICLE FIRE WITH ENTRAPMENT, A-L-S ONE",2,1,1,1,,,,,,,,,,,,,,,,1,,
FVX2,FIRE|VEH|TRAP|ALS2,FVX2,"VEHICLE FIRE WITH ENTRAPMENT, A-L-S TWO",2,1,1,1,,1,,,,,,,,,,,,,,1,,
FVXM,FIRE|VEH|TRAP|MULT,FVXM,VEHICLE FIRE WITH ENTRAPMENT AND MULTIPLE PATIENTS,2,1,1,2,,1,,,,,,,,,,,,,,1,,
FVXH,FIRE|VEH|TRAP|HM,FVXH,VEHICLE FIRE WITH ENTRAPMENT AND HAZ MAT,2,1,1,1,,1,,,,,,,,1,,,,,,1,1,
FVXHB,FIRE|VEH|TRAP|HM|BLS,FVXHB,"VEHICLE FIRE WITH ENTRAPMENT AND HAZ MAT, B-L-S",2,1,1,,1,,,,,,,,,1,,,,,,1,1,
FVXH1,FIRE|VEH|TRAP|HM|ALS1,FVXH1,"VEHICLE FIRE WITH ENTRAPMENT AND HAZ MAT, A-L-S ONE",2,1,1,1,,,,,,,,,,1,,,,,,1,1,
FVXH2,FIRE|VEH|TRAP|HM|ALS2,FVXH2,"VEHICLE FIRE WITH ENTRAPMENT AND HAZ MAT, A-L-S TWO",2,1,1,1,,1,,,,,,,,1,,,,,,1,1,
FVXHM,FIRE|VEH|TRAP|HM|MULT,FVXHM,"VEHICLE FIRE WITH ENTRAPMENT, HAZ MAT, AND MULTIPLE PATIENTS",2,1,1,2,,1,,,,,,,,1,,,,,,1,1,
FVXA,FIRE|VEH|TRAP|ALT,FVXA,VEHICLE FIRE WITH ENTRAPMENT AND ALTERNATIVE FUEL,2,1,1,1,,1,,,,,,,,1,,,,,,1,1,
FVXAB,FIRE|VEH|TRAP|ALT|BLS,FVXAB,"VEHICLE FIRE WITH ENTRAPMENT AND ALTERNATIVE FUEL, B-L-S",2,1,1,,1,,,,,,,,,1,,,,,,1,1,
FVXA1,FIRE|VEH|TRAP|ALT|ALS1,FVXA1,"VEHICLE FIRE WITH ENTRAPMENT AND ALTERNATIVE FUEL, A-L-S ONE",2,1,1,1,,,,,,,,,,1,,,,,,1,1,
FVXA2,FIRE|VEH|TRAP|ALT|ALS2,FVXA2,"VEHICLE FIRE WITH ENTRAPMENT AND ALTERNATIVE FUEL, A-L-S TWO",2,1,1,1,,1,,,,,,,,1,,,,,,1,1,
FVXAM,FIRE|VEH|TRAP|ALT|MULT,FVXAM,"VEHICLE FIRE WITH ENTRAPMENT, ALTERNATIVE FUEL, AND MULTIPLE PATIENTS",2,1,1,2,,1,,,,,,,,1,,,,,,1,1,
FVXHA,FIRE|VEH|TRAP|HM|ALT,FVXHA,"VEHICLE FIRE WITH ENTRAPMENT, ALTERNATIVE FUEL, AND HAZ MAT",2,1,1,1,,1,,,,,,,,1,,,,,,1,1,
FVXHAB,FIRE|VEH|TRAP|HM|ALT|BLS,FVXHAB,"VEHICLE FIRE WITH ENTRAPMENT, ALTERNATIVE FUEL, AND HAZ MAT, B-L-S",2,1,1,,1,,,,,,,,,1,,,,,,1,1,
FVXHA1,FIRE|VEH|TRAP|HM|ALT|ALS1,FVXHA1,"VEHICLE FIRE WITH ENTRAPMENT, ALTERNATIVE FUEL, AND HAZ MAT, A-L-S ONE",2,1,1,1,,,,,,,,,,1,,,,,,1,1,
FVXHA2,FIRE|VEH|TRAP|HM|ALT|ALS2,FVXHA2,"VEHICLE FIRE WITH ENTRAPMENT, ALTERNATIVE FUEL, AND HAZ MAT, A-L-S TWO",2,1,1,1,,1,,,,,,,,1,,,,,,1,1,
FVXHAM,FIRE|VEH|TRAP|HM|ALT|MULT,FVXHAM,"VEHICLE FIRE WITH ENTRAPMENT, ALTERNATIVE FUEL, HAZ MAT, AND MULTIPLE PATIENTS",2,1,1,2,,1,,,,,,,,1,,,,,,1,1,
FV,FIRE|VEH,FV,VEHICLE FIRE,1,,,,,,,,,,,,,,,,,,,,,
FVB,FIRE|VEH|BLS,FVB,"VEHICLE FIRE, B-L-S",1,,,,1,,,,,,,,,,,,,,,,,
FV1,FIRE|VEH|ALS1,FV1,"VEHICLE FIRE, A-L-S ONE",1,,,1,,,,,,,,,,,,,,,,,,
FV2,FIRE|VEH|ALS2,FV2,"VEHICLE FIRE, A-L-S TWO",2,,,1,,1,,,,,,,,,,,,,,,,
FVM,FIRE|VEH|MULT,FVM,VEHICLE FIRE WITH MULTIPLE PATIENTS,2,1,,1,1,1,,,,,,,,,,,,,,,,
FVH,FIRE|VEH|HM,FVH,VEHICLE FIRE WITH HAZ MAT,1,,,,,,,,,,,,,1,,,,,,1,1,
FVHB,FIRE|VEH|HM|BLS,FVHB,"VEHICLE FIRE WITH HAZ MAT, B-L-S",1,,,,1,,,,,,,,,1,,,,,,1,1,
FVH1,FIRE|VEH|HM|ALS1,FVH1,"VEHICLE FIRE WITH HAZ MAT, A-L-S ONE",1,,,1,,,,,,,,,,1,,,,,,1,1,
FVH2,FIRE|VEH|HM|ALS2,FVH2,"VEHICLE FIRE WITH HAZ MAT, A-L-S TWO",2,,,1,,1,,,,,,,,1,,,,,,1,1,
FVHM,FIRE|VEH|HM|MULT,FVHM,VEHICLE FIRE WITH HAZ MAT AND MULTIPLE PATIENTS,2,1,,1,1,1,,,,,,,,1,,,,,,1,1,
FVA,FIRE|VEH|ALT,FVA,VEHICLE FIRE WITH ALTERNATIVE FUEL,1,,,,,,,,,,,,,1,,,,,,1,1,
FVAB,FIRE|VEH|ALT|BLS,FVAB,"VEHICLE FIRE WITH ALTERNATIVE FUEL, B-L-S",1,,,,1,,,,,,,,,1,,,,,,1,1,
FVA1,FIRE|VEH|ALT|ALS1,FVA1,"VEHICLE FIRE WITH ALTERNATIVE FUEL, A-L-S ONE",1,,,1,,,,,,,,,,1,,,,,,1,1,
FVA2,FIRE|VEH|ALT|ALS2,FVA2,"VEHICLE FIRE WITH ALTERNATIVE FUEL, A-L-S TWO",2,,,1,,1,,,,,,,,1,,,,,,1,1,
FVAM,FIRE|VEH|ALT|MULT,FVAM,VEHICLE FIRE WITH ALTERNATIVE FUEL AND MULTIPLE PATIENTS,2,1,,1,1,1,,,,,,,,1,,,,,,1,1,
FVHA,FIRE|VEH|HM|ALT,FVHA,VEHICLE FIRE WITH ALTERNATIVE FUEL AND HAZ MAT,1,,,,,,,,,,,,,1,,,,,,1,1,
FVHAB,FIRE|VEH|HM|ALT|BLS,FVHAB,"VEHICLE FIRE WITH ALTERNATIVE FUEL AND HAZ MAT, B-L-S",1,,,,1,,,,,,,,,1,,,,,,1,1,
FVHA1,FIRE|VEH|HM|ALT|ALS1,FVHA1,"VEHICLE FIRE WITH ALTERNATIVE FUEL AND HAZ MAT, A-L-S ONE",1,,,1,,,,,,,,,,1,,,,,,1,1,
FVHA2,FIRE|VEH|HM|ALT|ALS2,FVHA2,"VEHICLE FIRE WITH ALTERNATIVE FUEL AND HAZ MAT, A-L-S TWO",2,,,1,,1,,,,,,,,1,,,,,,1,1,
FVHAM,FIRE|VEH|HM|ALT|MULT,FVHAM,"VEHICLE FIRE WITH ALTERNATIVE FUEL, HAZ MAT, AND MULTIPLE PATIENTS",2,1,,1,1,1,,,,,,,,1,,,,,,1,1,
FVS,FIRE|VEH|SM,FVS,SMALL VEHICLE FIRE,1,,,,,,,,,,,,,,,,,,,,,
FVSB,FIRE|VEH|SM|BLS,FVSB,"SMALL VEHICLE FIRE, B-L-S",1,,,,1,,,,,,,,,,,,,,,,,
FVS1,FIRE|VEH|SM|ALS1,FVS1,"SMALL VEHICLE FIRE, A-L-S ONE",1,,,1,,,,,,,,,,,,,,,,,,
FVS2,FIRE|VEH|SM|ALS2,FVS2,"SMALL VEHICLE FIRE, A-L-S TWO",1,,,1,,1,,,,,,,,,,,,,,,,
FVSM,FIRE|VEH|SM|MULT,FVSM,SMALL VEHICLE FIRE WITH MULTIPLE PATIENTS,1,,,1,1,1,,,,,,,,,,,,,,,,
FVSH,FIRE|VEH|SM|HM,FVSH,SMALL VEHICLE FIRE WITH HAZ MAT,1,,,,,,,,,,,,,1,,,,,,1,1,
FVSHB,FIRE|VEH|SM|HM|BLS,FVSHB,"SMALL VEHICLE FIRE WITH HAZ MAT, B-L-S",1,,,,1,,,,,,,,,1,,,,,,1,1,
FVSH1,FIRE|VEH|SM|HM|ALS1,FVSH1,"SMALL VEHICLE FIRE WITH HAZ MAT, A-L-S ONE",1,,,1,,,,,,,,,,1,,,,,,1,1,
FVSH2,FIRE|VEH|SM|HM|ALS2,FVSH2,"SMALL VEHICLE FIRE WITH HAZ MAT, A-L-S TWO",1,,,1,,1,,,,,,,,1,,,,,,1,1,
FVSHM,FIRE|VEH|SM|HM|MULT,FVSHM,SMALL VEHICLE FIRE WITH HAZ MAT AND MULTIPLE PATIENTS,1,,,1,1,1,,,,,,,,1,,,,,,1,1,
FVSA,FIRE|VEH|SM|ALT,FVSA,SMALL VEHICLE FIRE WITH ALTERNATIVE FUEL,1,,,,,,,,,,,,,1,,,,,,1,1,
FVSAB,FIRE|VEH|SM|ALT|BLS,FVSAB,"SMALL VEHICLE FIRE WITH ALTERNATIVE FUEL, B-L-S",1,,,,1,,,,,,,,,1,,,,,,1,1,
FVSA1,FIRE|VEH|SM|ALT|ALS1,FVSA1,"SMALL VEHICLE FIRE WITH ALTERNATIVE FUEL, A-L-S ONE",1,,,1,,,,,,,,,,1,,,,,,1,1,
FVSA2,FIRE|VEH|SM|ALT|ALS2,FVSA2,"SMALL VEHICLE FIRE WITH ALTERNATIVE FUEL, A-L-S TWO",1,,,1,,1,,,,,,,,1,,,,,,1,1,
FVSAM,FIRE|VEH|SM|ALT|MULT,FVSAM,SMALL VEHICLE FIRE WITH ALTERNATIVE FUEL AND MULTIPLE PATIENTS,1,,,1,1,1,,,,,,,,1,,,,,,1,1,
FVSHA,FIRE|VEH|SM|HM|ALT,FVSHA,SMALL VEHICLE FIRE WITH ALTERNATIVE FUEL AND HAZ MAT,1,,,,,,,,,,,,,1,,,,,,1,1,
FVSHAB,FIRE|VEH|SM|HM|ALT|BLS,FVSHAB,"SMALL VEHICLE FIRE WITH ALTERNATIVE FUEL AND HAZ MAT, B-L-S",1,,,,1,,,,,,,,,1,,,,,,1,1,
FVSHA1,FIRE|VEH|SM|HM|ALT|ALS1,FVSHA1,"SMALL VEHICLE FIRE WITH ALTERNATIVE FUEL AND HAZ MAT, A-L-S ONE",1,,,1,,,,,,,,,,1,,,,,,1,1,
FVSHA2,FIRE|VEH|SM|HM|ALT|ALS2,FVSHA2,"SMALL VEHICLE FIRE WITH ALTERNATIVE FUEL AND HAZ MAT, A-L-S TWO",1,,,1,,1,,,,,,,,1,,,,,,1,1,
FVSHAM,FIRE|VEH|SM|HM|ALT|MULT,FVSHAM,"SMALL VEHICLE FIRE WITH ALTERNATIVE FUEL, HAZ MAT, AND MULTIPLE PATIENTS",1,,,1,1,1,,,,,,,,1,,,,,,1,1,
FVL,FIRE|VEH|LG,FVL,LARGE VEHICLE FIRE,2,1,,,,,,,,,,,,,,,,,,,,
FVLB,FIRE|VEH|LG|BLS,FVLB,"LARGE VEHICLE FIRE, B-L-S",2,1,,,1,,,,,,,,,,,,,,,,,
FVL1,FIRE|VEH|LG|ALS1,FVL1,"LARGE VEHICLE FIRE, A-L-S ONE",2,1,,1,,,,,,,,,,,,,,,,,,
FVL2,FIRE|VEH|LG|ALS2,FVL2,"LARGE VEHICLE FIRE, A-L-S TWO",2,1,,1,,1,,,,,,,,,,,,,,,,
FVLM,FIRE|VEH|LG|MULT,FVLM,LARGE VEHICLE FIRE WITH MULTIPLE PATIENTS,2,1,,1,1,1,,,,,,,,,,,,,,,,
FVLH,FIRE|VEH|LG|HM,FVLH,LARGE VEHICLE FIRE WITH HAZ MAT,2,1,,,,,,,,,,,,2,,,,,,1,1,
FVLHB,FIRE|VEH|LG|HM|BLS,FVLHB,"LARGE VEHICLE FIRE WITH HAZ MAT, B-L-S",2,1,,,1,,,,,,,,,2,,,,,,1,1,
FVLH1,FIRE|VEH|LG|HM|ALS1,FVLH1,"LARGE VEHICLE FIRE WITH HAZ MAT, A-L-S ONE",2,1,,1,,,,,,,,,,2,,,,,,1,1,
FVLH2,FIRE|VEH|LG|HM|ALS2,FVLH2,"LARGE VEHICLE FIRE WITH HAZ MAT, A-L-S TWO",2,1,,1,,1,,,,,,,,2,,,,,,1,1,
FVLHM,FIRE|VEH|LG|HM|MULT,FVLHM,LARGE VEHICLE FIRE WITH HAZ MAT AND MULTIPLE PATIENTS,2,1,,1,1,1,,,,,,,,2,,,,,,1,1,
FVLA,FIRE|VEH|LG|ALT,FVLA,LARGE VEHICLE FIRE WITH ALTERNATIVE FUEL,2,1,,,,,,,,,,,,2,,,,,,1,1,
FVLAB,FIRE|VEH|LG|ALT|BLS,FVLAB,"LARGE VEHICLE FIRE WITH ALTERNATIVE FUEL, B-L-S",2,1,,,1,,,,,,,,,2,,,,,,1,1,
FVLA1,FIRE|VEH|LG|ALT|ALS1,FVLA1,"LARGE VEHICLE FIRE WITH ALTERNATIVE FUEL, A-L-S ONE",2,1,,1,,,,,,,,,,2,,,,,,1,1,
FVLA2,FIRE|VEH|LG|ALT|ALS2,FVLA2,"LARGE VEHICLE FIRE WITH ALTERNATIVE FUEL, A-L-S TWO",2,1,,1,,1,,,,,,,,2,,,,,,1,1,
FVLAM,FIRE|VEH|LG|ALT|MULT,FVLAM,LARGE VEHICLE FIRE WITH ALTERNATIVE FUEL AND MULTIPLE PATIENTS,2,1,,1,1,1,,,,,,,,2,,,,,,1,1,
FVLHA,FIRE|VEH|LG|HM|ALT,FVLHA,LARGE VEHICLE FIRE WITH ALTERNATIVE FUEL AND HAZ MAT,2,1,,,,,,,,,,,,2,,,,,,1,1,
FVLHAB,FIRE|VEH|LG|HM|ALT|BLS,FVLHAB,"LARGE VEHICLE FIRE WITH ALTERNATIVE FUEL AND HAZ MAT, B-L-S",2,1,,,1,,,,,,,,,2,,,,,,1,1,
FVLHA1,FIRE|VEH|LG|HM|ALT|ALS1,FVLHA1,"LARGE VEHICLE FIRE WITH ALTERNATIVE FUEL AND HAZ MAT, A-L-S ONE",2,1,,1,,,,,,,,,,2,,,,,,1,1,
FVLHA2,FIRE|VEH|LG|HM|ALT|ALS2,FVLHA2,"LARGE VEHICLE FIRE WITH ALTERNATIVE FUEL AND HAZ MAT, A-L-S TWO",2,1,,1,,1,,,,,,,,2,,,,,,1,1,
FVLHAM,FIRE|VEH|LG|HM|ALT|MULT,FVLHAM,"LARGE VEHICLE FIRE WITH ALTERNATIVE FUEL, HAZ MAT, AND MULTIPLE PATIENTS",2,1,,1,1,1,,,,,,,,2,,,,,,1,1,
FVU,FIRE|VEH|MULTI,FVU,MULTIPLE VEHICLES ON FIRE,2,1,,,,,,,,,,,,,,,,,,,,
FVUB,FIRE|VEH|MULTI|BLS,FVUB,"MULTIPLE VEHICLES ON FIRE, B-L-S",2,1,,,1,,,,,,,,,,,,,,,,,
FVU1,FIRE|VEH|MULTI|ALS1,FVU1,"MULTIPLE VEHICLES ON FIRE, A-L-S ONE",2,1,,1,,,,,,,,,,,,,,,,,,
FVU2,FIRE|VEH|MULTI|ALS2,FVU2,"MULTIPLE VEHICLES ON FIRE, A-L-S TWO",2,1,,1,,1,,,,,,,,,,,,,,,,
FVUM,FIRE|VEH|MULTI|MULT,FVUM,MULTIPLE VEHICLES ON FIRE WITH MULTIPLE PATIENTS,2,1,,1,1,1,,,,,,,,,,,,,,,,
FVUH,FIRE|VEH|MULTI|HM,FVUH,MULTIPLE VEHICLES ON FIRE WITH HAZ MAT,2,1,,,,,,,,,,,,2,,,,,,1,1,
FVUHB,FIRE|VEH|MULTI|HM|BLS,FVUHB,"MULTIPLE VEHICLES ON FIRE WITH HAZ MAT, B-L-S",2,1,,,1,,,,,,,,,2,,,,,,1,1,
FVUH1,FIRE|VEH|MULTI|HM|ALS1,FVUH1,"MULTIPLE VEHICLES ON FIRE WITH HAZ MAT, A-L-S ONE",2,1,,1,,,,,,,,,,2,,,,,,1,1,
FVUH2,FIRE|VEH|MULTI|HM|ALS2,FVUH2,"MULTIPLE VEHICLES ON FIRE WITH HAZ MAT, A-L-S TWO",2,1,,1,,1,,,,,,,,2,,,,,,1,1,
FVUHM,FIRE|VEH|MULTI|HM|MULT,FVUHM,MULTIPLE VEHICLES ON FIRE WITH HAZ MAT AND MULTIPLE PATIENTS,2,1,,1,1,1,,,,,,,,2,,,,,,1,1,
FVUA,FIRE|VEH|MULTI|ALT,FVUA,MULTIPLE VEHICLES ON FIRE WITH ALTERNATIVE FUEL,2,1,,,,,,,,,,,,2,,,,,,1,1,
FVUAB,FIRE|VEH|MULTI|ALT|BLS,FVUAB,"MULTIPLE VEHICLES ON FIRE WITH ALTERNATIVE FUEL, B-L-S",2,1,,,1,,,,,,,,,2,,,,,,1,1,
FVUA1,FIRE|VEH|MULTI|ALT|ALS1,FVUA1,"MULTIPLE VEHICLES ON FIRE WITH ALTERNATIVE FUEL, A-L-S ONE",2,1,,1,,,,,,,,,,2,,,,,,1,1,
FVUA2,FIRE|VEH|MULTI|ALT|ALS2,FVUA2,"MULTIPLE VEHICLES ON FIRE WITH ALTERNATIVE FUEL, A-L-S TWO",2,1,,1,,1,,,,,,,,2,,,,,,1,1,
FVUAM,FIRE|VEH|MULTI|ALT|MULT,FVUAM,MULTIPLE VEHICLES ON FIRE WITH ALTERNATIVE FUEL AND MULTIPLE PATIENTS,2,1,,1,1,1,,,,,,,,2,,,,,,1,1,
FVUHA,FIRE|VEH|MULTI|HM|ALT,FVUHA,MULTIPLE VEHICLES ON FIRE WITH ALTERNATIVE FUEL AND HAZ MAT,2,1,,,,,,,,,,,,2,,,,,,1,1,
FVUHAB,FIRE|VEH|MULTI|HM|ALT|BLS,FVUHAB,"MULTIPLE VEHICLES ON FIRE WITH ALTERNATIVE FUEL AND HAZ MAT, B-L-S",2,1,,,1,,,,,,,,,2,,,,,,1,1,
FVUHA1,FIRE|VEH|MULTI|HM|ALT|ALS1,FVUHA1,"MULTIPLE VEHICLES ON FIRE WITH ALTERNATIVE FUEL AND HAZ MAT, A-L-S ONE",2,1,,1,,,,,,,,,,2,,,,,,1,1,
FVUHA2,FIRE|VEH|MULTI|HM|ALT|ALS2,FVUHA2,"MULTIPLE VEHICLES ON FIRE WITH ALTERNATIVE FUEL AND HAZ MAT, A-L-S TWO",2,1,,1,,1,,,,,,,,2,,,,,,1,1,
FVUHAM,FIRE|VEH|MULTI|HM|ALT|MULT,FVUHAM,"MULTIPLE VEHICLES ON FIRE WITH ALTERNATIVE FUEL, HAZ MAT, AND MULTIPLE PATIENTS",2,1,,1,1,1,,,,,,,,2,,,,,,1,1,
FVT,FIRE|VEH|THREAT,FVT,VEHICLE FIRE THREATENING A BUILDING,2,1,,,,,,,,,,,,,,,,,,,,
FVTB,FIRE|VEH|THREAT|BLS,FVTB,"VEHICLE FIRE THREATENING A BUILDING, B-L-S",2,1,,,1,,,,,,,,,,,,,,,,,
FVT1,FIRE|VEH|THREAT|ALS1,FVT1,"VEHICLE FIRE THREATENING A BUILDING, A-L-S ONE",2,1,,1,,,,,,,,,,,,,,,,,,
FVT2,FIRE|VEH|THREAT|ALS2,FVT2,"VEHICLE FIRE THREATENING A BUILDING, A-L-S TWO",2,1,,1,,1,,,,,,,,,,,,,,,,
FVTM,FIRE|VEH|THREAT|MULT,FVTM,VEHICLE FIRE THREATENING A BUILDING WITH MULTIPLE PATIENTS,2,1,,1,1,1,,,,,,,,,,,,,,,,
FVTH,FIRE|VEH|THREAT|HM,FVTH,VEHICLE FIRE THREATENING A BUILDING WITH HAZ MAT,2,1,,,,,,,,,,,,2,,,,,,1,1,
FVTHB,FIRE|VEH|THREAT|HM|BLS,FVTHB,"VEHICLE FIRE THREATENING A BUILDING WITH HAZ MAT, B-L-S",2,1,,,1,,,,,,,,,2,,,,,,1,1,
FVTH1,FIRE|VEH|THREAT|HM|ALS1,FVTH1,"VEHICLE FIRE THREATENING A BUILDING WITH HAZ MAT, A-L-S ONE",2,1,,1,,,,,,,,,,2,,,,,,1,1,
FVTH2,FIRE|VEH|THREAT|HM|ALS2,FVTH2,"VEHICLE FIRE THREATENING A BUILDING WITH HAZ MAT, A-L-S TWO",2,1,,1,,1,,,,,,,,2,,,,,,1,1,
FVTHM,FIRE|VEH|THREAT|HM|MULT,FVTHM,VEHICLE FIRE THREATENING A BUILDING WITH HAZ MAT AND MULTIPLE PATIENTS,2,1,,1,1,1,,,,,,,,2,,,,,,1,1,
FVTA,FIRE|VEH|THREAT|ALT,FVTA,VEHICLE FIRE THREATENING A BUILDING WITH ALTERNATIVE FUEL,2,1,,,,,,,,,,,,2,,,,,,1,1,
FVTAB,FIRE|VEH|THREAT|ALT|BLS,FVTAB,"VEHICLE FIRE THREATENING A BUILDING WITH ALTERNATIVE FUEL, B-L-S",2,1,,,1,,,,,,,,,2,,,,,,1,1,
FVTA1,FIRE|VEH|THREAT|ALT|ALS1,FVTA1,"VEHICLE FIRE THREATENING A BUILDING WITH ALTERNATIVE FUEL, A-L-S ONE",2,1,,1,,,,,,,,,,2,,,,,,1,1,
FVTA2,FIRE|VEH|THREAT|ALT|ALS2,FVTA2,"VEHICLE FIRE THREATENING A BUILDING WITH ALTERNATIVE FUEL, A-L-S TWO",2,1,,1,,1,,,,,,,,2,,,,,,1,1,
FVTAM,FIRE|VEH|THREAT|ALT|MULT,FVTAM,VEHICLE FIRE THREATENING A BUILDING WITH ALTERNATIVE FUEL AND MULTIPLE PATIENTS,2,1,,1,1,1,,,,,,,,2,,,,,,1,1,
FVTHA,FIRE|VEH|THREAT|HM|ALT,FVTHA,VEHICLE FIRE THREATENING A BUILDING WITH ALTERNATIVE FUEL AND HAZ MAT,2,1,,,,,,,,,,,,2,,,,,,1,1,
FVTHAB,FIRE|VEH|THREAT|HM|ALT|BLS,FVTHAB,"VEHICLE FIRE THREATENING A BUILDING WITH ALTERNATIVE FUEL AND HAZ MAT, B-L-S",2,1,,,1,,,,,,,,,2,,,,,,1,1,
FVTHA1,FIRE|VEH|THREAT|HM|ALT|ALS1,FVTHA1,"VEHICLE FIRE THREATENING A BUILDING WITH ALTERNATIVE FUEL AND HAZ MAT, A-L-S ONE",2,1,,1,,,,,,,,,,2,,,,,,1,1,
FVTHA2,FIRE|VEH|THREAT|HM|ALT|ALS2,FVTHA2,"VEHICLE FIRE THREATENING A BUILDING WITH ALTERNATIVE FUEL AND HAZ MAT, A-L-S TWO",2,1,,1,,1,,,,,,,,2,,,,,,1,1,
FVTHAM,FIRE|VEH|THREAT|HM|ALT|MULT,FVTHAM,"VEHICLE FIRE THREATENING A BUILDING WITH ALTERNATIVE FUEL, HAZ MAT, AND MULTIPLE PATIENTS",2,1,,1,1,1,,,,,,,,2,,,,,,1,1,
FVN,FIRE|VEH|TUNNEL,FVN,VEHICLE FIRE IN A TUNNEL,3,1,1,,,,1,,,,,,,,,,,,,,,
FVNB,FIRE|VEH|TUNNEL|BLS,FVNB,"VEHICLE FIRE IN A TUNNEL, B-L-S",3,1,1,,1,,1,,,,,,,,,,,,,,,
FVN1,FIRE|VEH|TUNNEL|ALS1,FVN1,"VEHICLE FIRE IN A TUNNEL, A-L-S ONE",3,1,1,1,,,1,,,,,,,,,,,,,,,
FVN2,FIRE|VEH|TUNNEL|ALS2,FVN2,"VEHICLE FIRE IN A TUNNEL, A-L-S TWO",3,1,1,1,,1,1,,,,,,,,,,,,,,,
FVNM,FIRE|VEH|TUNNEL|MULT,FVNM,VEHICLE FIRE IN A TUNNEL WITH MULTIPLE PATIENTS,3,1,1,1,1,1,1,,,,,,,,,,,,,,,
FVNH,FIRE|VEH|TUNNEL|HM,FVNH,VEHICLE FIRE IN A TUNNEL WITH HAZ MAT,3,1,1,,,,1,,,,,,,2,,,,,,1,1,
FVNHB,FIRE|VEH|TUNNEL|HM|BLS,FVNHB,"VEHICLE FIRE IN A TUNNEL WITH HAZ MAT, B-L-S",3,1,1,,1,,1,,,,,,,2,,,,,,1,1,
FVNH1,FIRE|VEH|TUNNEL|HM|ALS1,FVNH1,"VEHICLE FIRE IN A TUNNEL WITH HAZ MAT, A-L-S ONE",3,1,1,1,,,1,,,,,,,2,,,,,,1,1,
FVNH2,FIRE|VEH|TUNNEL|HM|ALS2,FVNH2,"VEHICLE FIRE IN A TUNNEL WITH HAZ MAT, A-L-S TWO",3,1,1,1,,1,1,,,,,,,2,,,,,,1,1,
FVNHM,FIRE|VEH|TUNNEL|HM|MULT,FVNHM,VEHICLE FIRE IN A TUNNEL WITH HAZ MAT AND MULTIPLE PATIENTS,3,1,1,1,1,1,1,,,,,,,2,,,,,,1,1,
FVNA,FIRE|VEH|TUNNEL|ALT,FVNA,VEHICLE FIRE IN A TUNNEL WITH ALTERNATIVE FUEL,3,1,1,,,,1,,,,,,,2,,,,,,1,1,
